iter	Passed	Remaining
399	46429	69643
400	46532	69508
401	46638	69377
402	46764	69277
403	46884	69165
404	46996	69044
405	47106	68920
406	47221	68801
407	47333	68679
408	47443	68555
409	47552	68428
410	47660	68301
411	47770	68176
412	47878	68050
413	47989	67927
414	48103	67808
415	48220	67693
416	48326	67563
417	48431	67433
418	48553	67326
419	48669	67209
420	48773	67078
421	48879	66948
422	49002	66843
423	49124	66735
424	49235	66612
425	49342	66484
426	49460	66372
427	49579	66259
428	49685	66132
429	49795	66007
430	49933	65921
431	50059	65818
432	50167	65693
433	50277	65569
434	50395	65456
435	50509	65337
436	50614	65207
437	50728	65089
438	50845	64975
439	50961	64859
440	51078	64745
441	51199	64636
442	51323	64530
443	51429	64402
444	51532	64270
445	51637	64141
446	51742	64012
447	51847	63884
448	51959	63762
449	52066	63636
450	52170	63506
451	52276	63379
452	52383	63253
453	52485	63121
454	52590	62992
455	52696	62865
456	52810	62749
457	52929	62637
458	53032	62506
459	53137	62378
460	53237	62245
461	53338	62112
462	53439	61981
463	53543	61851
464	53660	61737
465	53781	61629
466	53885	61501
467	53992	61375
468	54109	61262
469	54231	61154
470	54339	61030
471	54448	60908
472	54569	60799
473	54693	60693
474	54801	60569
475	54907	60444
476	55030	60336
477	55153	60230
478	55271	60117
479	55395	60012
480	55526	59913
481	55646	59802
482	55751	59675
483	55858	59551
484	55991	59454
485	56115	59348
486	56227	59229
487	56336	59106
488	56437	58976
489	56541	58849
490	56644	58721
491	56751	58596
492	56859	58474
493	56966	58349
494	57085	58238
495	57193	58116
496	57301	57993
497	57411	57873
498	57529	57760
499	57640	57640
500	57747	57517
501	57852	57391
502	57958	57266
503	58059	57137
504	58163	57012
505	58266	56884
506	58372	56760
507	58497	56654
508	58613	56540
509	58718	56416
510	58837	56304
511	58963	56199
512	59086	56091
513	59204	55979
514	59326	55870
515	59441	55754
516	59547	55631
517	59651	55505
518	59777	55400
519	59900	55293
520	60009	55172
521	60125	55057
522	60246	54947
523	60368	54838
524	60478	54718
525	60588	54598
526	60714	54493
527	60831	54379
528	60935	54254
529	61046	54135
530	61171	54028
531	61288	53915
532	61393	53791
533	61501	53670
534	61608	53547
535	61714	53424
536	61817	53299
537	61924	53176
538	62036	53059
539	62142	52936
540	62247	52812
541	62382	52714
542	62513	52612
543	62643	52510
544	62769	52403
545	62888	52291
546	62994	52168
547	63103	52049
548	63209	51926
549	63315	51803
550	63418	51678
551	63537	51566
552	63657	51455
553	63765	51334
554	63891	51228
555	64014	51119
556	64142	51014
557	64267	50906
558	64388	50796
559	64508	50685
560	64629	50574
561	64735	50452
562	64844	50332
563	64965	50221
564	65083	50108
565	65191	49988
566	65304	49871
567	65435	49767
568	65567	49665
569	65675	49544
570	65794	49432
571	65919	49324
572	66032	49207
573	66141	49087
574	66257	48972
575	66379	48862
576	66490	48744
577	66598	48624
578	66709	48505
579	66822	48388
580	66932	48269
581	67046	48153
582	67158	48036
583	67268	47917
584	67376	47797
585	67482	47675
586	67588	47553
587	67699	47435
588	67807	47315
589	67918	47197
590	68022	47075
591	68128	46953
592	68237	46834
593	68346	46714
594	68453	46594
595	68558	46472
596	68699	46375
597	68829	46270
598	68961	46165
599	69079	46053
600	69199	45940
601	69322	45831
602	69432	45712
603	69538	45591
604	69662	45481
605	69783	45370
606	69886	45247
607	69989	45124
608	70111	45014
609	70229	44900
610	70335	44780
611	70438	44657
612	70557	44544
613	70676	44431
614	70784	44312
615	70886	44188
616	71007	44077
617	71124	43963
618	71235	43845
619	71345	43728
620	71485	43627
621	71609	43518
622	71714	43396
623	71823	43278
624	71931	43158
625	72036	43037
626	72139	42915
627	72247	42796
628	72349	42673
629	72454	42552
630	72559	42431
631	72665	42311
632	72774	42193
633	72893	42080
634	73015	41969
635	73131	41855
636	73256	41745
637	73430	41664
638	73530	41540
639	73630	41417
640	73731	41294
641	73843	41177
642	74027	41101
643	74142	40985
644	74254	40868
645	74400	40770
646	74533	40665
647	74656	40554
648	74767	40436
649	74884	40322
650	74999	40207
651	75096	40082
652	75201	39961
653	75320	39848
654	75436	39733
655	75542	39613
656	75655	39497
657	75771	39382
658	75880	39264
659	75973	39138
660	76069	39013
661	76189	38900
662	76309	38787
663	76407	38664
664	76511	38543
665	76629	38429
666	76730	38307
667	76827	38183
668	76925	38060
669	77032	37941
670	77129	37817
671	77260	37710
672	77355	37585
673	77459	37465
674	77578	37352
675	77682	37232
676	77795	37116
677	77905	36999
678	78006	36877
679	78105	36755
680	78219	36640
681	78395	36554
682	78504	36436
683	78636	36329
684	78771	36223
685	78880	36105
686	78991	35988
687	79109	35875
688	79235	35765
689	79346	35648
690	79471	35538
691	79602	35429
692	79728	35319
693	79831	35199
694	79938	35080
695	80044	34962
696	80154	34844
697	80257	34724
698	80348	34599
699	80441	34474
700	80546	34355
701	80648	34235
702	80741	34111
703	80836	33987
704	80928	33863
705	81025	33741
706	81126	33621
707	81224	33499
708	81320	33377
709	81424	33257
710	81535	33141
711	81637	33021
712	81733	32899
713	81829	32777
714	81928	32656
715	82025	32535
716	82126	32415
717	82236	32299
718	82347	32183
719	82444	32061
720	82537	31938
721	82630	31816
722	82723	31693
723	82813	31569
724	82906	31447
725	82999	31324
726	83094	31203
727	83187	31081
728	83280	30958
729	83372	30836
730	83465	30714
731	83559	30592
732	83649	30470
733	83743	30348
734	83838	30227
735	83931	30105
736	84027	29985
737	84120	29864
738	84216	29743
739	84308	29621
740	84398	29499
741	84494	29379
742	84590	29259
743	84685	29139
744	84779	29018
745	84869	28896
746	84963	28775
747	85059	28656
748	85156	28536
749	85251	28417
750	85343	28296
751	85438	28176
752	85552	28063
753	85660	27947
754	85755	27828
755	85862	27712
756	85972	27597
757	86080	27482
758	86192	27368
759	86298	27252
760	86395	27133
761	86498	27016
762	86598	26898
763	86695	26780
764	86789	26660
765	86879	26540
766	86973	26420
767	87066	26301
768	87158	26181
769	87251	26062
770	87352	25945
771	87463	25831
772	87575	25717
773	87669	25598
774	87760	25478
775	87852	25359
776	87944	25240
777	88041	25122
778	88134	25003
779	88234	24886
780	88332	24769
781	88426	24650
782	88521	24532
783	88622	24416
784	88726	24300
785	88849	24190
786	88952	24074
787	89050	23957
788	89151	23841
789	89251	23725
790	89347	23607
791	89445	23490
792	89550	23375
793	89652	23260
794	89746	23142
795	89840	23024
796	89935	22907
797	90034	22790
798	90129	22673
799	90225	22556
800	90317	22438
801	90408	22320
802	90504	22203
803	90601	22087
804	90698	21970
805	90792	21853
806	90881	21734
807	90976	21618
808	91073	21501
809	91168	21385
810	91261	21268
811	91354	21151
812	91447	21034
813	91544	20917
814	91639	20801
815	91737	20686
816	91848	20573
817	91962	20461
818	92069	20347
819	92169	20232
820	92275	20118
821	92370	20002
822	92464	19886
823	92560	19770
824	92656	19654
825	92746	19537
826	92855	19424
827	92990	19316
828	93108	19205
829	93238	19097
830	93351	18984
831	93451	18869
832	93556	18756
833	93666	18643
834	93778	18531
835	93884	18417
836	94014	18308
837	94141	18199
838	94273	18090
839	94382	17977
840	94505	17867
841	94647	17760
842	94798	17655
843	94936	17547
844	95066	17438
845	95191	17327
846	95328	17219
847	95455	17110
848	95581	16999
849	95707	16889
850	95848	16781
851	95971	16671
852	96081	16558
853	96190	16444
854	96326	16336
855	96469	16228
856	96603	16119
857	96730	16009
858	96867	15900
859	97007	15791
860	97138	15682
861	97252	15569
862	97356	15455
863	97469	15342
864	97579	15229
865	97694	15116
866	97806	15003
867	97911	14889
868	98020	14776
869	98142	14664
870	98263	14553
871	98387	14442
872	98516	14331
873	98623	14218
874	98732	14104
875	98855	13993
876	98978	13881
877	99102	13770
878	99218	13658
879	99358	13548
880	99482	13437
881	99587	13323
882	99709	13211
883	99836	13100
884	99947	12987
885	100077	12876
886	100219	12767
887	100347	12656
888	100479	12545
889	100610	12435
890	100764	12326
891	100881	12214
892	100992	12101
893	101117	11989
894	101261	11879
895	101436	11773
896	101575	11663
897	101705	11552
898	101829	11440
899	101966	11329
900	102098	11218
901	102227	11106
902	102348	10994
903	102470	10881
904	102581	10768
905	102688	10654
906	102794	10540
907	102899	10425
908	103005	10311
909	103114	10198
910	103222	10084
911	103326	9970
912	103441	9856
913	103542	9742
914	103643	9628
915	103741	9513
916	103837	9398
917	103935	9283
918	104043	9170
919	104173	9058
920	104288	8945
921	104387	8831
922	104481	8716
923	104596	8603
924	104702	8489
925	104797	8374
926	104892	8260
927	104997	8146
928	105113	8033
929	105213	7919
930	105307	7804
931	105406	7690
932	105515	7577
933	105623	7463
934	105716	7349
935	105811	7234
936	105930	7122
937	106039	7008
938	106133	6894
939	106230	6780
940	106351	6668
941	106463	6555
942	106559	6441
943	106655	6327
944	106774	6214
945	106888	6101
946	106986	5987
947	107084	5873
948	107180	5759
949	107281	5646
950	107380	5532
951	107496	5419
952	107593	5306
953	107688	5192
954	107785	5078
955	107901	4966
956	108001	4852
957	108107	4739
958	108202	4625
959	108296	4512
960	108394	4398
961	108490	4285
962	108588	4172
963	108685	4058
964	108783	3945
965	108890	3832
966	108986	3719
967	109081	3606
968	109188	3493
969	109302	3380
970	109409	3267
971	109514	3154
972	109624	3041
973	109746	2929
974	109854	2816
975	109958	2703
976	110079	2591
977	110199	2478
978	110300	2365
979	110416	2253
980	110532	2140
981	110648	2028
982	110742	1915
983	110838	1802
984	110957	1689
985	111076	1577
986	111171	1464
987	111267	1351
988	111379	1238
989	111514	1126
990	111629	1013
991	111725	901
992	111841	788
993	111959	675
994	112052	563
995	112145	450
996	112249	337
997	112340	225
998	112435	112
999	112530	0
