iter	Logloss
450	0.2952881062
451	0.2951062157
452	0.2948816622
453	0.2945934484
454	0.2943941039
455	0.2940892367
456	0.2938357607
457	0.2936380232
458	0.2934375191
459	0.293195751
460	0.2930189061
461	0.2928051738
462	0.2926160803
463	0.2924469453
464	0.2922340203
465	0.2920634837
466	0.2918872122
467	0.2917023823
468	0.2914874314
469	0.2912858973
470	0.2911198447
471	0.2910200272
472	0.2907919512
473	0.2905710136
474	0.2904138544
475	0.2902529427
476	0.2900317368
477	0.2897890194
478	0.2895426453
479	0.2893799982
480	0.2892069871
481	0.2889972078
482	0.2888471689
483	0.2886219933
484	0.2884682624
485	0.2882478788
486	0.2880715131
487	0.2878736464
488	0.2876550328
489	0.2874792089
490	0.2872721937
491	0.2871185977
492	0.2868991677
493	0.2867079843
494	0.2865358967
495	0.2863517298
496	0.2861702103
497	0.285999114
498	0.2857859801
499	0.2856002287
500	0.2854300327
501	0.2852819513
502	0.2851039802
503	0.2848613627
504	0.2847085253
505	0.2846261447
506	0.284471141
507	0.2843108532
508	0.2841625514
509	0.2840025971
510	0.2838159224
511	0.2835711968
512	0.2834212417
513	0.2832305605
514	0.2830430689
515	0.2829085145
516	0.2828308829
517	0.2826868911
518	0.2824488998
519	0.2822758887
520	0.2821328679
521	0.2819741867
522	0.2817893564
523	0.2815488734
524	0.2813703054
525	0.281243691
526	0.2810972134
527	0.2809504948
528	0.2808744795
529	0.2805637725
530	0.2803688517
531	0.2802971476
532	0.2801866874
533	0.2799551196
534	0.2797986372
535	0.2795975606
536	0.2794548169
537	0.2793068669
538	0.2791129857
539	0.2789392179
540	0.2787562837
541	0.2786900287
542	0.2784856935
543	0.2783100198
544	0.2781792689
545	0.2780101619
546	0.2779278084
547	0.2777631739
548	0.2775870264
549	0.2773810497
550	0.2772260661
551	0.2771549803
552	0.2769408478
553	0.2767884257
554	0.2766156877
555	0.2764605258
556	0.276299954
557	0.2761759173
558	0.2759277714
559	0.2757686626
560	0.2757163518
561	0.2755814704
562	0.2754353447
563	0.2752663503
564	0.2751089008
565	0.2749380621
566	0.2748834569
567	0.2747127342
568	0.274658993
569	0.2745083134
570	0.274338868
571	0.2741585404
572	0.2739594926
573	0.2738143604
574	0.2736764344
575	0.2735201106
576	0.2733243
577	0.2731606829
578	0.2730017941
579	0.2728071427
580	0.2726661445
581	0.272543563
582	0.272295928
583	0.2720749316
584	0.2718311602
585	0.2716474534
586	0.2714971331
587	0.2713563466
588	0.2712029815
589	0.2709882569
590	0.2708537722
591	0.2706797399
592	0.2705453801
593	0.270414991
594	0.2702160182
595	0.2700550153
596	0.2699079652
597	0.2697501411
598	0.2695914806
599	0.2694728214
600	0.2693216577
601	0.2691726298
602	0.2690338654
603	0.2688960267
604	0.2687644837
605	0.2686934339
606	0.268547259
607	0.2683596452
608	0.2682331715
609	0.2681099251
610	0.2679403245
611	0.2677894925
612	0.2676322942
613	0.2675303915
614	0.2674650706
615	0.2673330551
616	0.267158353
617	0.2670176694
618	0.266900653
619	0.2667414015
620	0.2665781577
621	0.2664162669
622	0.2662573479
623	0.2660868654
624	0.2659453204
625	0.2658895718
626	0.2657340791
627	0.2656011238
628	0.2655107542
629	0.2653498154
630	0.2652229353
631	0.2650985796
632	0.2649427987
633	0.2647920111
634	0.2646719942
635	0.2645109448
636	0.2643477547
637	0.2642120853
638	0.2640851835
639	0.2639653527
640	0.263811546
641	0.263673932
642	0.2635268291
643	0.2634017977
644	0.2632524151
645	0.2631084776
646	0.2630152024
647	0.262886755
648	0.2627337582
649	0.2626085614
650	0.2624811909
651	0.2623239973
652	0.26216042
653	0.2620052302
654	0.2619583075
655	0.2617827657
656	0.2616249949
657	0.2614761848
658	0.2613441831
659	0.2611975801
660	0.2610475311
661	0.2608934798
662	0.2606868347
663	0.260529206
664	0.2604136513
665	0.2603332635
666	0.2601890519
667	0.260045902
668	0.2598659569
669	0.2597467327
670	0.2596398319
671	0.2595392834
672	0.25942174
673	0.2593034274
674	0.2592234097
675	0.2591776939
676	0.2590485012
677	0.2589324102
678	0.2588192956
679	0.2586742008
680	0.2585021462
681	0.2583566988
682	0.2582428007
683	0.2580972504
684	0.2579663242
685	0.2578480895
686	0.2577266033
687	0.2575967313
688	0.2574574932
689	0.2573313604
690	0.2572147474
691	0.2570840083
692	0.2570110098
693	0.2568700232
694	0.256693509
695	0.2565702897
696	0.2564408351
697	0.2563017529
698	0.2562427694
699	0.2561422597
700	0.2560249236
701	0.2558423903
702	0.2557659968
703	0.2556259185
704	0.2554736517
705	0.25532693
706	0.2551349556
707	0.2550769383
708	0.2549537988
709	0.2547998936
710	0.2546083805
711	0.2544908125
712	0.2543817507
713	0.254263456
714	0.254133221
715	0.253965393
716	0.2538308979
717	0.2536826934
718	0.2535707288
719	0.2534337574
720	0.2532972772
721	0.2531814264
722	0.2530656522
723	0.2529786905
724	0.2528186886
725	0.2526575123
726	0.2525381175
727	0.2524124223
728	0.2522683164
729	0.2521552001
730	0.2520504043
731	0.2520092648
732	0.2519141328
733	0.2517927961
734	0.2516189293
735	0.251505127
736	0.2513984178
737	0.2512760698
738	0.2512103267
739	0.2510715041
740	0.2509297573
741	0.2507795977
742	0.2506277064
743	0.2505180086
744	0.2503960059
745	0.2503457056
746	0.2502631533
747	0.2501438918
748	0.2499666309
749	0.2498473549
750	0.2496916519
751	0.2495965075
752	0.249469296
753	0.2493268741
754	0.2492648863
755	0.2491061907
756	0.2489562834
757	0.2487847821
758	0.2486524628
759	0.2485440298
760	0.2484334902
761	0.2482915271
762	0.2481749419
763	0.2480800807
764	0.2479681173
765	0.2479288938
766	0.2478363014
767	0.2477235167
768	0.247587718
769	0.2475350179
770	0.2474071882
771	0.2472813857
772	0.2471630487
773	0.2470615529
774	0.2469259843
775	0.246851845
776	0.246728843
777	0.246631957
778	0.246508256
779	0.246283091
780	0.2461940697
781	0.2460914606
782	0.2459922765
783	0.2458613139
784	0.2457399775
785	0.2456394907
786	0.2454914933
787	0.2453947091
788	0.2453313532
789	0.2451701691
790	0.2451083712
791	0.2450694316
792	0.2449786512
793	0.2448951009
794	0.2447913445
795	0.2446506641
796	0.2445605864
797	0.2444624075
798	0.2443274469
799	0.2442080339
800	0.2440937755
801	0.2440347581
802	0.2439887249
803	0.2438783002
804	0.2437760929
805	0.2437148371
806	0.2436142584
807	0.2435227509
808	0.2434270602
809	0.2433251126
810	0.243241666
811	0.2431374851
812	0.2429938081
813	0.2428727203
814	0.2428255802
815	0.2427319234
816	0.2425958703
817	0.2425070229
818	0.2423884387
819	0.2423224592
820	0.2422199616
821	0.242114457
822	0.242034891
823	0.2419809062
824	0.2418602396
825	0.2417239504
826	0.241648246
827	0.2415250285
828	0.2414711681
829	0.2414348289
830	0.241315202
831	0.2411562713
832	0.2410754971
833	0.2409158757
834	0.240811181
835	0.2407098402
836	0.2406116955
837	0.2405693205
838	0.240475447
839	0.2403843883
840	0.2402335743
841	0.2401161497
842	0.2400007502
843	0.2398446194
844	0.2398078784
845	0.2396885902
846	0.2395690324
847	0.2394771128
848	0.2393601945
849	0.2393059716
850	0.2391853314
851	0.2390806542
852	0.2389331681
853	0.2388388181
854	0.2387103706
855	0.2385990776
856	0.238482603
857	0.2383516074
858	0.238238525
859	0.2381194819
860	0.2380025419
861	0.2379056181
862	0.2378042239
863	0.2377573238
864	0.2375803536
865	0.2374526482
866	0.2373585649
867	0.2373115211
868	0.2371933596
869	0.2370800655
870	0.2369681466
871	0.2369195744
872	0.2367838358
873	0.2366658607
874	0.2365443927
875	0.2364224288
876	0.2363878578
877	0.2363044251
878	0.2361973237
879	0.2360584013
880	0.2359459279
881	0.2358493001
882	0.2357998014
883	0.2357366061
884	0.2356674261
885	0.2355842318
886	0.2354916513
887	0.2353916771
888	0.2353004843
889	0.2351852072
890	0.2350803626
891	0.2349990645
892	0.2348682107
893	0.2347742621
894	0.234665439
895	0.2345641666
896	0.2345136392
897	0.2343948022
898	0.2343613119
899	0.2342729913
900	0.2342322147
901	0.2341868087
902	0.2340897855
903	0.2339819807
904	0.2339110809
905	0.2338019433
906	0.2337171511
907	0.2336171055
908	0.2335112704
909	0.2333976439
910	0.233362514
911	0.2332568215
912	0.2331604919
913	0.2330478648
914	0.2329623929
915	0.2328111143
916	0.2327282642
917	0.2325844343
918	0.2325024434
919	0.2324692369
920	0.2323710391
921	0.2322765414
922	0.2321747267
923	0.2321362116
924	0.2320493051
925	0.2319378264
926	0.2318468344
927	0.2317659501
928	0.2316599429
929	0.2315594505
930	0.2314723341
931	0.2314189542
932	0.2313214906
933	0.2312085097
934	0.2310952324
935	0.2309876234
936	0.2309050986
937	0.230872637
938	0.2307152759
939	0.2305979476
940	0.2305073095
941	0.2304140646
942	0.2303114379
943	0.2302154374
944	0.230177054
945	0.2300770605
946	0.2300178562
947	0.2299693355
948	0.2298459199
949	0.2297458256
950	0.2297121147
951	0.2295764032
952	0.229465571
953	0.2294079744
954	0.2293099605
955	0.2292690092
956	0.2292060667
957	0.2290929909
958	0.2290089491
959	0.2289300346
960	0.228831296
961	0.2287218275
962	0.2286253325
963	0.2285234088
964	0.2284272788
965	0.2283867265
966	0.2282979098
967	0.2281933226
968	0.228110954
969	0.2280117465
970	0.2279294442
971	0.2278367023
972	0.2277584399
973	0.2276351765
974	0.2275418582
975	0.227448119
976	0.227417329
977	0.227261914
978	0.2271667182
979	0.2270242636
980	0.2269637796
981	0.2269181907
982	0.2268750364
983	0.2268477831
984	0.2267968062
985	0.2267703338
986	0.2266868592
987	0.2265912727
988	0.2264837148
989	0.2263914156
990	0.2263648293
991	0.2263337259
992	0.2262614894
993	0.2261587849
994	0.2260447424
995	0.2259342407
996	0.2258448256
997	0.2257662168
998	0.2257085104
999	0.2255949919
