iter	Passed	Remaining
425	25311	34104
426	25365	34038
427	25420	33973
428	25476	33909
429	25531	33844
430	25588	33781
431	25647	33721
432	25702	33656
433	25757	33591
434	25811	33525
435	25866	33460
436	25921	33395
437	25978	33332
438	26033	33267
439	26087	33202
440	26141	33136
441	26196	33072
442	26250	33005
443	26304	32940
444	26358	32874
445	26415	32811
446	26469	32746
447	26523	32681
448	26578	32616
449	26634	32552
450	26688	32487
451	26742	32422
452	26796	32356
453	26851	32292
454	26911	32234
455	26965	32169
456	27019	32104
457	27074	32040
458	27130	31977
459	27185	31912
460	27239	31848
461	27293	31783
462	27347	31718
463	27401	31653
464	27458	31591
465	27512	31527
466	27566	31462
467	27621	31399
468	27677	31336
469	27734	31275
470	27794	31216
471	27851	31155
472	27906	31092
473	27961	31029
474	28016	30965
475	28072	30903
476	28126	30839
477	28181	30775
478	28236	30712
479	28291	30649
480	28345	30584
481	28398	30519
482	28456	30459
483	28510	30395
484	28565	30332
485	28620	30269
486	28674	30205
487	28729	30141
488	28783	30078
489	28838	30015
490	28892	29952
491	28946	29888
492	29001	29825
493	29057	29762
494	29111	29699
495	29166	29637
496	29223	29575
497	29279	29515
498	29336	29453
499	29392	29392
500	29459	29342
501	29515	29280
502	29569	29216
503	29624	29153
504	29678	29091
505	29733	29028
506	29787	28964
507	29842	28902
508	29896	28839
509	29951	28776
510	30005	28713
511	30061	28651
512	30115	28589
513	30168	28525
514	30225	28464
515	30279	28401
516	30333	28338
517	30387	28275
518	30442	28213
519	30498	28152
520	30552	28089
521	30607	28027
522	30662	27965
523	30717	27903
524	30771	27840
525	30826	27778
526	30883	27718
527	30939	27658
528	30994	27596
529	31050	27535
530	31105	27473
531	31158	27410
532	31214	27349
533	31269	27287
534	31323	27224
535	31379	27164
536	31437	27105
537	31494	27045
538	31550	26984
539	31606	26923
540	31663	26864
541	31719	26803
542	31775	26742
543	31831	26681
544	31886	26620
545	31941	26559
546	31996	26498
547	32053	26438
548	32114	26381
549	32170	26321
550	32224	26258
551	32278	26197
552	32333	26135
553	32386	26072
554	32441	26011
555	32497	25950
556	32551	25889
557	32607	25828
558	32665	25769
559	32721	25709
560	32775	25648
561	32830	25586
562	32885	25525
563	32939	25463
564	32994	25402
565	33049	25342
566	33104	25280
567	33158	25219
568	33216	25160
569	33270	25099
570	33325	25038
571	33379	24976
572	33433	24914
573	33487	24853
574	33543	24792
575	33597	24731
576	33667	24681
577	33724	24622
578	33783	24564
579	33840	24505
580	33895	24444
581	33950	24383
582	34005	24322
583	34061	24262
584	34116	24202
585	34171	24141
586	34229	24082
587	34288	24025
588	34347	23967
589	34403	23907
590	34459	23847
591	34513	23786
592	34568	23725
593	34623	23665
594	34680	23606
595	34734	23544
596	34788	23483
597	34843	23423
598	34900	23363
599	34958	23305
600	35023	23251
601	35079	23192
602	35133	23131
603	35188	23070
604	35243	23010
605	35299	22950
606	35354	22889
607	35407	22828
608	35463	22768
609	35518	22708
610	35573	22648
611	35629	22588
612	35684	22528
613	35739	22468
614	35793	22407
615	35849	22347
616	35904	22287
617	35959	22227
618	36013	22166
619	36069	22106
620	36123	22046
621	36183	21989
622	36241	21930
623	36296	21871
624	36351	21811
625	36406	21751
626	36462	21691
627	36518	21631
628	36582	21577
629	36646	21522
630	36708	21466
631	36767	21409
632	36824	21350
633	36884	21293
634	36941	21234
635	36998	21175
636	37055	21116
637	37111	21057
638	37168	20997
639	37232	20943
640	37292	20886
641	37349	20827
642	37405	20767
643	37461	20708
644	37516	20648
645	37572	20589
646	37626	20529
647	37681	20469
648	37737	20409
649	37792	20349
650	37848	20290
651	37906	20232
652	37962	20172
653	38017	20113
654	38073	20053
655	38127	19993
656	38190	19938
657	38244	19878
658	38300	19818
659	38355	19758
660	38409	19698
661	38465	19639
662	38524	19581
663	38608	19536
664	38668	19479
665	38724	19420
666	38779	19360
667	38835	19301
668	38889	19241
669	38944	19181
670	38999	19121
671	39053	19061
672	39108	19002
673	39163	18942
674	39217	18882
675	39271	18822
676	39326	18763
677	39381	18703
678	39437	18644
679	39491	18584
680	39547	18524
681	39601	18465
682	39656	18405
683	39710	18345
684	39765	18286
685	39819	18226
686	39873	18166
687	39926	18106
688	39980	18046
689	40039	17988
690	40100	17931
691	40158	17874
692	40220	17817
693	40285	17762
694	40345	17705
695	40402	17646
696	40459	17588
697	40514	17529
698	40571	17470
699	40628	17412
700	40684	17353
701	40740	17294
702	40795	17234
703	40852	17176
704	40907	17117
705	40964	17058
706	41022	17000
707	41079	16942
708	41135	16883
709	41190	16824
710	41245	16764
711	41299	16705
712	41356	16646
713	41414	16588
714	41471	16530
715	41527	16471
716	41584	16413
717	41640	16354
718	41697	16296
719	41754	16237
720	41807	16178
721	41862	16118
722	41917	16059
723	41971	16000
724	42028	15941
725	42084	15883
726	42140	15824
727	42194	15764
728	42248	15705
729	42302	15646
730	42355	15586
731	42410	15527
732	42464	15467
733	42522	15410
734	42581	15352
735	42643	15295
736	42706	15239
737	42784	15189
738	42842	15131
739	42898	15072
740	42952	15013
741	43008	14954
742	43064	14895
743	43123	14838
744	43178	14779
745	43233	14720
746	43287	14660
747	43341	14601
748	43404	14545
749	43461	14487
750	43515	14427
751	43570	14368
752	43624	14309
753	43680	14251
754	43735	14192
755	43793	14134
756	43850	14076
757	43907	14018
758	43963	13959
759	44022	13901
760	44082	13844
761	44141	13786
762	44200	13729
763	44260	13672
764	44318	13614
765	44377	13556
766	44437	13499
767	44494	13441
768	44551	13382
769	44608	13324
770	44663	13265
771	44720	13207
772	44780	13150
773	44842	13093
774	44899	13035
775	44956	12977
776	45012	12918
777	45070	12860
778	45141	12806
779	45201	12749
780	45261	12691
781	45321	12634
782	45394	12580
783	45457	12523
784	45514	12465
785	45573	12408
786	45635	12351
787	45693	12293
788	45749	12234
789	45804	12175
790	45863	12118
791	45924	12060
792	45982	12003
793	46038	11944
794	46097	11886
795	46155	11828
796	46211	11770
797	46269	11712
798	46337	11656
799	46398	11599
800	46462	11542
801	46520	11485
802	46578	11427
803	46635	11368
804	46690	11310
805	46743	11251
806	46798	11192
807	46854	11133
808	46908	11074
809	46962	11015
810	47016	10957
811	47071	10898
812	47126	10839
813	47184	10781
814	47243	10723
815	47298	10665
816	47353	10606
817	47408	10548
818	47461	10489
819	47516	10430
820	47570	10371
821	47625	10313
822	47680	10254
823	47738	10196
824	47796	10138
825	47854	10080
826	47910	10022
827	47966	9964
828	48026	9906
829	48081	9847
830	48135	9789
831	48198	9732
832	48266	9676
833	48327	9619
834	48382	9560
835	48438	9502
836	48496	9444
837	48553	9386
838	48611	9328
839	48666	9269
840	48725	9212
841	48780	9153
842	48838	9095
843	48902	9038
844	48962	8981
845	49021	8923
846	49099	8869
847	49157	8811
848	49218	8753
849	49280	8696
850	49341	8639
851	49402	8581
852	49461	8523
853	49520	8466
854	49579	8408
855	49640	8350
856	49701	8293
857	49760	8235
858	49818	8177
859	49878	8119
860	49937	8061
861	49991	8003
862	50045	7944
863	50099	7886
864	50154	7827
865	50210	7769
866	50264	7710
867	50319	7652
868	50373	7593
869	50426	7535
870	50482	7476
871	50536	7418
872	50596	7360
873	50655	7302
874	50719	7245
875	50787	7189
876	50849	7131
877	50905	7073
878	50960	7015
879	51015	6956
880	51070	6898
881	51125	6839
882	51179	6781
883	51235	6723
884	51288	6664
885	51342	6606
886	51396	6547
887	51451	6489
888	51506	6431
889	51560	6372
890	51616	6314
891	51672	6256
892	51729	6198
893	51787	6140
894	51846	6082
895	51904	6024
896	51962	5966
897	52035	5910
898	52088	5851
899	52143	5793
900	52197	5735
901	52251	5677
902	52305	5618
903	52358	5560
904	52412	5501
905	52466	5443
906	52535	5386
907	52589	5328
908	52643	5270
909	52697	5211
910	52751	5153
911	52812	5095
912	52873	5038
913	52937	4981
914	53000	4923
915	53065	4866
916	53128	4808
917	53189	4751
918	53243	4692
919	53299	4634
920	53357	4576
921	53415	4518
922	53470	4460
923	53524	4402
924	53578	4344
925	53632	4285
926	53686	4227
927	53741	4169
928	53795	4111
929	53851	4053
930	53909	3995
931	53966	3937
932	54024	3879
933	54079	3821
934	54140	3763
935	54204	3706
936	54268	3648
937	54335	3591
938	54407	3534
939	54465	3476
940	54522	3418
941	54578	3360
942	54635	3302
943	54691	3244
944	54745	3186
945	54800	3128
946	54858	3070
947	54914	3012
948	54976	2954
949	55040	2896
950	55098	2838
951	55154	2780
952	55210	2722
953	55266	2664
954	55321	2606
955	55377	2548
956	55432	2490
957	55502	2433
958	55560	2375
959	55618	2317
960	55678	2259
961	55736	2201
962	55794	2143
963	55848	2085
964	55903	2027
965	55960	1969
966	56019	1911
967	56074	1853
968	56128	1795
969	56182	1737
970	56236	1679
971	56290	1621
972	56345	1563
973	56404	1505
974	56460	1447
975	56518	1389
976	56578	1331
977	56639	1274
978	56708	1216
979	56765	1158
980	56823	1100
981	56880	1042
982	56939	984
983	57003	926
984	57058	868
985	57115	810
986	57171	753
987	57225	695
988	57279	637
989	57341	579
990	57398	521
991	57457	463
992	57513	405
993	57568	347
994	57623	289
995	57680	231
996	57738	173
997	57797	115
998	57853	57
999	57909	0
